s_no,route_long_name,stop_id
15070,154UP,4716
15071,154UP,4717
15072,154UP,4718
15073,154UP,4719
15074,154UP,4720
15075,154UP,4721
15076,154UP,4944
15077,154UP,7839
15078,154UP,7840
15079,154UP,7841
15080,154UP,7842
15081,154UP,7843
15082,154UP,4918
15083,154UP,4920
15084,154UP,4921
15085,154UP,8114
15086,154UP,8115
15087,154UP,8116
15088,157UP,4683
15089,157UP,4684
15090,157UP,4603
15091,157UP,4967
15092,157UP,4605
15093,157UP,4606
15094,157UP,4661
15095,157UP,4579
15096,157UP,4505
15097,157UP,4506
15098,157UP,4507
15099,157UP,4508
15100,157UP,4509
15101,157UP,4510
15102,157UP,4511
15103,157UP,4512
15104,157UP,4968
15105,157UP,4969
15106,157UP,4635
15107,157UP,4633
15108,157UP,4634
15109,157UP,4633
15110,157UP,4970
15111,157UP,4971
15112,157UP,4972
15113,157UP,4973
15114,157UP,4973
15115,157UP,4974
15116,157UP,4974
15117,157UP,4975
15118,157UP,4976
15119,157UP,4977
15120,157UP,4978
15121,157UP,4979
15122,157UP,4980
15123,159UP,5831
15124,159UP,7937
15125,159UP,7938
15126,159UP,7939
15127,159UP,7940
15128,159UP,7941
15129,159UP,7942
15130,159UP,4611
15131,159UP,4612
15132,159UP,6626
15133,159UP,4614
15134,159UP,7087
15135,159UP,4617
15136,159UP,6869
15137,159UP,7007
15138,159UP,4869
15139,159UP,4894
15140,159UP,4817
15141,159UP,4815
15142,159UP,4635
15143,159UP,7150
15144,159UP,4332
15145,159UP,4333
15146,159UP,4334
15147,159UP,4335
15148,159UP,4336
15149,159UP,4337
15150,159UP,4338
15151,159UP,4339
15152,159UP,4340
15153,160UP,4542
15154,160UP,4655
15155,160UP,4682
15156,160UP,4546
15157,160UP,4981
15158,160UP,4982
15159,160UP,4983
15160,160UP,4984
15161,160UP,4609
15162,160UP,4580
15163,160UP,4581
15164,160UP,4582
15165,160UP,4583
15166,160UP,4550
15167,160UP,4551
15168,160UP,4552
15169,160UP,4553
15170,160UP,4611
15171,160UP,4612
15172,160UP,4613
15173,160UP,4614
15174,160UP,4615
15175,160UP,4617
15176,160UP,4893
15177,160UP,4582
15178,160UP,4819
15179,160UP,4818
15180,160UP,4817
15181,160UP,4815
15182,160UP,4816
15183,160UP,4924
15184,160UP,4925
15185,160UP,4926
15186,160UP,4927
15187,160UP,4928
15188,162UP,8065
15189,162UP,6944
15190,162UP,4706
15191,162UP,4707
15192,162UP,4774
15193,162UP,4709
15194,162UP,4710
15195,162UP,4711
15196,162UP,4775
15197,162UP,4713
15198,162UP,4714
15199,162UP,7335
15200,162UP,7970
15201,162UP,5356
15202,162UP,7971
15203,162UP,7972
15204,162UP,7973
15205,162UP,7974
15206,162UP,7975
15207,162UP,7976
15208,162UP,7977
15209,162UP,7978
15210,162UP,7979
15211,162UP,7980
15212,162UP,7981
15213,162UP,7982
15214,162UP,7983
15215,162UP,7984
15216,162UP,7985
15217,162UP,7986
15218,162UP,7987
15219,162UP,7988
15220,162UP,7845
15221,162UP,8117
15222,162UP,7843
15223,162UP,4920
15224,162UP,8118
15225,162UP,8119
15226,163UP,5979
15227,163UP,5282
15228,163UP,4985
15229,163UP,8120
15230,163UP,8121
15231,163UP,4986
15232,163UP,8122
15233,163UP,8123
15234,163UP,4418
15235,163UP,4990
15236,163UP,4991
15237,163UP,4992
15238,163UP,4363
15239,163UP,8124
15240,163UP,8125
15241,163UP,5007
15242,163UP,8126
15243,163UP,7865
15244,163UP,4413
15245,163UP,5428
15246,163UP,4994
15247,163UP,5498
15248,163UP,8127
15249,163UP,7086
15250,163UP,8128
15251,163UP,8129
15252,163UP,5429
15253,163UP,8130
15254,163UP,8131
15255,163UP,4999
15256,163UP,7973
15257,163UP,7974
15258,163UP,8132
15259,163UP,5003
15260,163UP,5004
15261,163UP,8133
15262,163UP,8134
15263,163UP,4696
15264,163UP,4679
15265,163UP,4715
15266,163UP,4716
15267,163UP,4717
15268,163UP,4718
15269,163UP,4719
15270,163UP,4720
15271,163UP,4721
15272,163UP,4944
15273,163UP,7839
15274,163UP,7840
15275,163UP,8050
15276,163UP,4953
15277,163UP,4954
15278,163UP,8051
15279,163UP,8052
15280,163UP,8053
15281,163UP,8013
15282,163UP,4731
15283,163UP,7204
15284,163UP,7964
15285,163UP,4733
15286,165UP,4431
15287,165UP,4375
15288,165UP,4985
15289,165UP,4373
15290,165UP,4372
15291,165UP,4986
15292,165UP,4987
15293,165UP,4988
15294,165UP,4989
15295,165UP,4990
15296,165UP,4991
15297,165UP,4992
15298,165UP,4363
15299,165UP,4993
15300,165UP,4361
15301,165UP,4360
15302,165UP,4359
15303,165UP,4358
15304,165UP,4413
15305,165UP,4355
15306,165UP,4994
15307,165UP,4353
15308,165UP,4351
15309,165UP,4350
15310,165UP,4842
15311,165UP,4995
15312,165UP,4996
15313,165UP,4997
15314,165UP,4998
15315,165UP,4999
15316,165UP,5000
15317,165UP,5001
15318,165UP,5002
15319,165UP,5003
15320,165UP,5004
15321,165UP,5005
15322,165UP,5006
15323,165UP,4696
15324,165UP,4697
15325,165UP,4699
15326,165UP,4700
15327,165UP,4582
15328,165UP,4889
15329,165UP,4805
15330,165UP,4895
15331,165UP,4747
15332,165UP,4749
15333,165UP,4750
15334,165UP,4751
15335,827AUP,904
15336,827AUP,629
15337,827AUP,630
15338,827AUP,631
15339,827AUP,632
15340,827AUP,633
15341,827AUP,634
15342,827AUP,905
15343,827AUP,906
15344,827AUP,907
15345,827AUP,909
15346,827AUP,910
15347,827AUP,2441
15348,827AUP,651
15349,827AUP,652
15350,827AUP,653
15351,827AUP,655
15352,827AUP,656
15353,827AUP,657
15354,827AUP,658
15355,827AUP,659
15356,827AUP,488
15357,827AUP,914
15358,827AUP,915
15359,827AUP,2443
15360,827AUP,377
15361,827AUP,918
15362,827AUP,919
15363,827AUP,920
15364,827AUP,921
15365,827AUP,71
15366,827AUP,72
15367,827AUP,2444
15368,165AUP,4431
15369,165AUP,4375
15370,165AUP,4985
15371,165AUP,4373
15372,165AUP,4372
15373,165AUP,4986
15374,165AUP,4987
15375,165AUP,4988
15376,165AUP,4418
15377,165AUP,4990
15378,165AUP,4991
15379,165AUP,4992
15380,165AUP,4363
15381,165AUP,4993
15382,165AUP,4361
15383,165AUP,5007
15384,165AUP,4359
15385,165AUP,4358
15386,165AUP,4413
15387,165AUP,4355
15388,165AUP,4994
15389,165AUP,4353
15390,165AUP,4351
15391,165AUP,4350
15392,165AUP,4842
15393,165AUP,4995
15394,165AUP,5008
15395,165AUP,4997
15396,165AUP,4998
15397,165AUP,4999
15398,165AUP,5000
15399,165AUP,5009
15400,165AUP,5010
15401,165AUP,5003
15402,165AUP,5004
15403,165AUP,5011
15404,165AUP,5006
15405,165AUP,4884
15406,165AUP,4795
15407,165AUP,4777
15408,165AUP,4885
15409,165AUP,4886
15410,165AUP,4887
15411,165AUP,5012
15412,165AUP,4582
15413,165AUP,4889
15414,165AUP,4783
15415,165AUP,4747
15416,165AUP,4749
15417,165AUP,4750
15418,165AUP,4751
15419,166UP,5068
15420,166UP,6771
15421,166UP,5070
15422,166UP,5071
15423,166UP,7846
15424,166UP,5073
15425,166UP,7847
15426,166UP,5408
15427,166UP,7859
15428,166UP,5077
15429,166UP,5078
15430,166UP,7856
15431,166UP,8135
15432,166UP,5081
15433,166UP,8136
15434,166UP,5083
15435,166UP,6999
15436,166UP,7526
15437,166UP,5085
15438,166UP,4638
15439,166UP,5086
15440,166UP,4305
15441,166UP,4306
15442,166UP,4307
15443,166UP,4308
15444,166UP,6899
15445,166UP,4505
15446,166UP,4506
15447,166UP,4507
15448,166UP,4508
15449,166UP,4509
15450,166UP,4510
15451,166UP,4511
15452,166UP,4512
15453,166UP,8137
15454,166UP,4514
15455,166UP,8138
15456,166UP,8139
15457,166UP,4634
15458,166UP,4633
15459,166UP,4970
15460,166UP,8140
15461,166UP,8141
15462,166UP,8142
15463,166UP,8143
15464,166UP,8144
15465,166UP,8145
15466,166UP,8146
15467,166UP,4816
15468,166UP,8147
15469,166UP,8148
15470,166UP,4925
15471,166UP,8149
15472,166UP,8150
15473,166UP,8151
15474,169UP,4947
15475,169UP,4626
15476,169UP,4706
15477,169UP,4707
15478,169UP,5013
15479,169UP,4709
15480,169UP,4710
15481,169UP,4711
15482,169UP,4712
15483,169UP,4713
15484,169UP,4714
15485,169UP,4690
15486,169UP,4674
15487,169UP,4675
15488,169UP,4691
15489,169UP,4676
15490,169UP,4692
15491,169UP,4332
15492,169UP,4333
15493,169UP,4693
15494,169UP,4336
15495,169UP,4336
15496,169UP,4695
15497,169UP,4696
15498,169UP,4795
15499,169UP,4777
15500,169UP,4781
15501,169UP,5014
15502,169UP,5015
15503,169UP,4744
15504,169UP,4805
15505,169UP,4582
15506,169UP,4889
15507,169UP,4746
15508,169UP,4747
15509,169UP,4749
15510,169UP,4750
15511,169UP,4751
15512,169UP,4785
15513,169UP,4453
15514,169UP,4753
15515,169UP,4754
15516,169UP,4755
15517,169UP,4756
15518,169UP,4786
15519,169UP,5016
15520,169UP,4806
15521,169UP,4761
15522,169UP,5017
15523,169UP,5018
15524,169UP,5019
15525,169UP,5020
15526,169UP,4765
15527,169UP,4788
15528,169UP,4789
15529,169UP,4791
15530,169UP,4790
15531,169UP,5021
15532,169UP,5022
15533,169UP,5023
15534,169UP,4864
15535,169UP,5024
15536,169UP,4862
15537,169UP,5025
15538,172UP,5037
15539,172UP,5027
15540,172UP,5028
15541,172UP,4501
15542,172UP,5029
15543,172UP,5030
15544,172UP,4499
15545,172UP,4576
15546,172UP,4575
15547,172UP,5031
15548,172UP,4574
15549,172UP,5032
15550,172UP,4767
15551,172UP,4703
15552,172UP,4704
15553,172UP,4627
15554,172UP,4628
15555,172UP,4629
15556,172UP,4318
15557,172UP,4319
15558,172UP,4320
15559,172UP,4881
15560,172UP,5038
15561,172UP,4913
15562,172UP,4323
15563,172UP,4324
15564,172UP,4325
15565,172UP,4737
15566,172UP,4883
15567,172UP,4582
15568,172UP,4329
15569,172UP,4330
15570,172UP,4692
15571,172UP,4332
15572,172UP,4333
15573,172UP,4693
15574,172UP,4336
15575,172UP,4694
15576,172UP,4695
15577,172UP,4696
15578,172UP,4697
15579,172UP,4715
15580,172UP,4716
15581,172UP,4717
15582,172UP,4718
15583,172UP,4937
15584,172UP,5039
15585,172UP,5040
15586,172UP,4939
15587,172UP,4939
15588,172UP,4940
15589,172UP,4709
15590,172UP,4941
15591,172UP,5041
15592,173UP,5843
15593,173UP,6218
15594,173UP,5075
15595,173UP,7859
15596,173UP,5077
15597,173UP,5078
15598,173UP,7856
15599,173UP,8135
15600,173UP,7945
15601,173UP,5383
15602,173UP,5384
15603,173UP,7319
15604,173UP,7320
15605,173UP,6132
15606,173UP,8106
15607,173UP,6205
15608,173UP,8108
15609,173UP,8152
15610,173UP,8109
15611,173UP,8111
15612,173UP,8112
15613,173UP,4774
15614,173UP,4709
15615,173UP,4710
15616,173UP,4711
15617,173UP,4775
15618,173UP,4713
15619,173UP,4714
15620,173UP,4673
15621,173UP,4674
15622,173UP,4675
15623,173UP,4675
15624,173UP,4676
15625,173UP,4866
15626,173UP,4332
15627,173UP,4333
15628,173UP,4334
15629,173UP,4335
15630,173UP,4336
15631,173UP,4677
15632,173UP,8062
15633,173UP,4679
15634,173UP,4715
15635,173UP,4716
15636,173UP,4717
15637,173UP,4718
15638,173UP,4719
15639,173UP,4720
15640,173UP,4721
15641,173UP,4944
15642,173UP,7839
15643,173UP,7840
15644,173UP,8050
15645,173UP,4953
15646,173UP,8153
15647,173UP,8154
15648,173UP,8155
15649,173UP,8156
15650,173UP,8157
15651,173UP,8014
15652,173UP,8158
15653,173UP,4733
15654,173UP,8056
15655,173UP,7199
15656,174UP,4692
15657,174UP,4815
15658,174UP,4816
15659,174UP,4815
15660,174UP,4817
15661,174UP,4818
15662,174UP,4819
15663,174UP,4820
15664,174UP,4821
15665,174UP,4822
15666,174UP,5042
15667,174UP,4824
15668,174UP,4825
15669,174UP,4826
15670,174UP,4827
15671,174UP,4828
15672,174UP,4829
15673,174UP,4830
15674,174UP,4831
15675,174UP,4832
15676,174UP,4833
15677,174UP,4834
15678,174UP,4835
15679,174UP,4836
15680,174UP,4837
15681,174UP,4838
15682,174UP,4839
15683,174UP,4840
15684,174UP,4841
15685,174UP,4842
15686,174UP,4843
15687,174UP,4844
15688,174UP,4845
15689,174UP,5043
15690,174UP,4847
15691,174UP,4848
15692,174UP,4849
15693,174UP,4850
15694,174UP,4851
15695,174STLUP,4692
15696,174STLUP,4815
15697,174STLUP,4816
15698,174STLUP,4815
15699,174STLUP,4817
15700,174STLUP,4818
15701,174STLUP,4819
15702,174STLUP,4820
15703,174STLUP,4821
15704,174STLUP,4822
15705,174STLUP,4823
15706,174STLUP,4824
15707,174STLUP,4825
15708,174STLUP,4826
15709,174STLUP,4827
15710,174STLUP,4828
15711,174STLUP,4829
15712,174STLUP,4830
15713,174STLUP,4831
15714,174STLUP,4832
15715,174STLUP,4833
15716,174STLUP,4834
15717,174STLUP,4835
15718,174STLUP,4836
15719,174STLUP,4837
15720,174STLUP,4838
15721,174STLUP,4839
15722,174STLUP,4840
15723,174STLUP,4841
15724,174STLUP,4842
15725,174STLUP,4843
15726,174STLUP,4844
15727,174STLUP,4845
15728,174STLUP,4846
15729,174STLUP,4847
15730,174STLUP,4848
15731,174STLUP,4849
15732,174STLUP,4850
15733,174STLUP,4851
15734,174STLUP,4852
15735,174STLUP,4853
15736,174STLUP,5044
15737,174STLUP,5045
15738,174STLUP,5046
15739,174STLUP,5047
15740,178UP,4766
15741,178UP,5048
15742,178UP,4704
15743,178UP,5049
15744,178UP,4629
15745,178UP,4318
15746,178UP,5050
15747,178UP,5051
15748,178UP,4319
15749,178UP,4320
15750,178UP,4881
15751,178UP,5052
15752,178UP,4321
15753,178UP,4882
15754,178UP,4323
15755,178UP,4324
15756,178UP,5053
15757,178UP,4736
15758,178UP,5054
15759,178UP,4582
15760,178UP,4329
15761,178UP,4330
15762,178UP,4738
15763,178UP,4332
15764,178UP,4333
15765,178UP,4693
15766,178UP,5055
15767,178UP,4695
15768,178UP,4696
15769,178UP,4697
15770,178UP,4715
15771,178UP,4716
15772,178UP,4717
15773,178UP,4718
15774,178UP,4719
15775,178UP,4720
15776,178UP,4721
15777,178UP,4722
15778,178UP,4944
15779,178UP,5056
15780,178UP,4724
15781,178UP,5034
15782,178UP,4726
15783,178UP,5057
15784,178UP,4728
15785,178UP,4729
15786,178UP,4530
15787,178UP,5058
15788,178UP,4730
15789,178UP,4731
15790,178UP,5059
15791,178UP,5060
15792,178UP,5061
15793,178UP,5062
15794,178UP,5063
15795,178UP,4813
15796,178UP,4814
15797,784STLUP,1766
15798,784STLUP,805
15799,784STLUP,806
15800,784STLUP,2445
15801,179UP,4692
15802,179UP,4332
15803,179UP,4333
15804,179UP,4901
15805,179UP,4336
15806,179UP,4336
15807,179UP,4695
15808,179UP,4884
15809,179UP,4697
15810,179UP,4715
15811,179UP,4716
15812,179UP,4717
15813,179UP,4936
15814,179UP,4938
15815,179UP,4939
15816,179UP,4939
15817,179UP,4940
15818,179UP,4709
15819,179UP,4941
15820,179UP,4942
15821,179UP,4943
15822,179UP,5064
15823,179UP,4728
15824,179UP,5065
15825,179UP,4530
15826,179UP,5066
15827,179UP,5067
15828,179UP,4732
15829,179UP,4733
15830,181UP,5068
15831,181UP,5069
15832,181UP,5070
15833,181UP,5071
15834,181UP,5072
15835,181UP,5073
15836,181UP,5074
15837,181UP,5075
15838,181UP,5076
15839,181UP,5077
15840,181UP,5078
15841,181UP,5079
15842,181UP,5080
15843,181UP,5081
15844,181UP,5082
15845,181UP,5083
15846,181UP,5084
15847,181UP,4639
15848,181UP,5085
15849,181UP,4638
15850,181UP,5086
15851,181UP,4684
15852,181UP,4306
15853,181UP,4307
15854,181UP,4504
15855,181UP,4333
15856,181UP,4505
15857,181UP,4506
15858,181UP,4507
15859,181UP,4508
15860,181UP,4509
15861,181UP,4510
15862,181UP,4511
15863,181UP,4512
15864,181UP,4968
15865,181UP,4969
15866,181UP,4635
15867,181UP,4633
15868,181UP,4634
15869,181UP,4633
15870,181UP,4970
15871,181UP,5038
15872,181UP,4882
15873,181UP,4323
15874,181UP,4324
15875,181UP,4325
15876,181UP,4737
15877,181UP,4883
15878,181UP,4582
15879,181UP,4329
15880,181UP,4330
15881,181UP,4692
15882,181UP,4332
15883,181UP,4333
15884,181UP,4693
15885,181UP,4336
15886,181UP,4694
15887,181UP,5087
15888,181UP,4338
15889,181UP,5088
15890,181UP,4340
15891,182AUP,4704
15892,182AUP,4705
15893,182AUP,4627
15894,182AUP,4628
15895,182AUP,4629
15896,182AUP,4318
15897,182AUP,4319
15898,182AUP,4320
15899,182AUP,4881
15900,182AUP,5038
15901,182AUP,4632
15902,182AUP,4633
15903,182AUP,5089
15904,182AUP,5090
15905,182AUP,5091
15906,182AUP,4516
15907,182AUP,5092
15908,182AUP,5093
15909,182AUP,4520
15910,182AUP,4521
15911,182AUP,4522
15912,182AUP,4818
15913,182AUP,4819
15914,182AUP,4820
15915,182AUP,4821
15916,182AUP,4822
15917,182AUP,4823
15918,182AUP,4824
15919,182AUP,4825
15920,182AUP,4826
15921,182AUP,4827
15922,182AUP,4828
15923,182AUP,4829
15924,182AUP,4830
15925,182AUP,4831
15926,182AUP,4832
15927,182AUP,4833
15928,182AUP,4834
15929,182AUP,4835
15930,182AUP,4836
15931,182AUP,4837
15932,182AUP,4838
15933,182AUP,4839
15934,182AUP,4840
15935,182AUP,4841
15936,182AUP,4842
15937,182AUP,5094
15938,182AUP,4845
15939,182AUP,4846
15940,182AUP,4847
15941,182AUP,4848
15942,182AUP,4849
15943,182AUP,4850
15944,182AUP,4851
15945,182AUP,5095
15946,184UP,5101
15947,184UP,4734
15948,184UP,4629
15949,184UP,4318
15950,184UP,4319
15951,184UP,4320
15952,184UP,7838
15953,184UP,4321
15954,184UP,4913
15955,184UP,4323
15956,184UP,4324
15957,184UP,4325
15958,184UP,4326
15959,184UP,4327
15960,184UP,4328
15961,184UP,4329
15962,184UP,4330
15963,184UP,4866
15964,184UP,8148
15965,184UP,4925
15966,184UP,8149
15967,184UP,8150
15968,184UP,8151
15969,188UP,4654
15970,188UP,4657
15971,188UP,4658
15972,188UP,5575
15973,188UP,8175
15974,188UP,8176
15975,188UP,8177
15976,188UP,7318
15977,188UP,7319
15978,188UP,7320
15979,188UP,6132
15980,188UP,8106
15981,188UP,8107
15982,188UP,8108
15983,188UP,7107
15984,188UP,7108
15985,188UP,6201
15986,188UP,8178
15987,188UP,8179
15988,188UP,8180
15989,188UP,5429
15990,188UP,8130
15991,188UP,8131
15992,188UP,4999
15993,188UP,5000
15994,188UP,8181
15995,188UP,8182
15996,188UP,5003
15997,188UP,5004
15998,188UP,8183
15999,188UP,4678
16000,188UP,8071
16001,188UP,8072
16002,188UP,8184
16003,188UP,8185
16004,188UP,4744
16005,188UP,8186
16006,188UP,4328
16007,188UP,7993
16008,188UP,7994
16009,188UP,4747
16010,188UP,4749
16011,188UP,4750
16012,188UP,4751
16013,188UP,7995
16014,188UP,7359
16015,188UP,4752
16016,188UP,7357
16017,188UP,4756
16018,188UP,7996
16019,188UP,7997
16020,188UP,8077
16021,188UP,4807
16022,188UP,6172
16023,188UP,5018
16024,188UP,8187
16025,188UP,4788
16026,188UP,4789
16027,188UP,6986
16028,188UP,4791
16029,188UP,6174
16030,188UP,5022
16031,188UP,8000
16032,188UP,8001
16033,188UP,5024
16034,188UP,8002
16035,188UP,8003
16036,191UP,8065
16037,191UP,6944
16038,191UP,4706
16039,191UP,4707
16040,191UP,4774
16041,191UP,4709
16042,191UP,4710
16043,191UP,4711
16044,191UP,4775
16045,191UP,4713
16046,191UP,4714
16047,191UP,4673
16048,191UP,4674
16049,191UP,4675
16050,191UP,4675
16051,191UP,4676
16052,191UP,4331
16053,191UP,4332
16054,191UP,4333
16055,191UP,4334
16056,191UP,4335
16057,191UP,4336
16058,191UP,4677
16059,191UP,4678
16060,191UP,4795
16061,191UP,6945
16062,191UP,6946
16063,191UP,7990
16064,191UP,7991
16065,191UP,4800
16066,191UP,4801
16067,191UP,4802
16068,191UP,4803
16069,191UP,4804
16070,191UP,4744
16071,191UP,8188
16072,191UP,4328
16073,191UP,4747
16074,191UP,4749
16075,191UP,4750
16076,191UP,8075
16077,191UP,8076
16078,191UP,4752
16079,191UP,4753
16080,191UP,4754
16081,191UP,4755
16082,191UP,4756
16083,191UP,7996
16084,191UP,7997
16085,191UP,7998
16086,191UP,4761
16087,191UP,5018
16088,191UP,7999
16089,191UP,7354
16090,191UP,5018
16091,191UP,8187
16092,191UP,4788
16093,191UP,4789
16094,191UP,6986
16095,191UP,8189
16096,191UP,4791
16097,191UP,6174
16098,191UP,8190
16099,192UP,6944
16100,192UP,4706
16101,192UP,4707
16102,192UP,4774
16103,192UP,4709
16104,192UP,4710
16105,192UP,4711
16106,192UP,4775
16107,192UP,4713
16108,192UP,4714
16109,192UP,4690
16110,192UP,7970
16111,192UP,8191
16112,192UP,5356
16113,192UP,7971
16114,192UP,7972
16115,192UP,7973
16116,192UP,8169
16117,192UP,7975
16118,192UP,7976
16119,192UP,7977
16120,192UP,7978
16121,192UP,7979
16122,192UP,7980
16123,192UP,8192
16124,192UP,7981
16125,192UP,8170
16126,192UP,7982
16127,192UP,8171
16128,192UP,8172
16129,192UP,5538
16130,192UP,7985
16131,192UP,7986
16132,192UP,7987
16133,193UP,8065
16134,193UP,6944
16135,193UP,4706
16136,193UP,4707
16137,193UP,4774
16138,193UP,4709
16139,193UP,4710
16140,193UP,4711
16141,193UP,4775
16142,193UP,4713
16143,193UP,4714
16144,193UP,4673
16145,193UP,4674
16146,193UP,4675
16147,193UP,4675
16148,193UP,4676
16149,193UP,4331
16150,193UP,4332
16151,193UP,4333
16152,193UP,4334
16153,193UP,4335
16154,193UP,4336
16155,193UP,4677
16156,193UP,8062
16157,193UP,4679
16158,193UP,4715
16159,193UP,4716
16160,193UP,4717
16161,193UP,4718
16162,193UP,4719
16163,193UP,4720
16164,193UP,4721
16165,193UP,4944
16166,193UP,7839
16167,193UP,7840
16168,193UP,8050
16169,193UP,4953
16170,193UP,4954
16171,193UP,4955
16172,193UP,4956
16173,193UP,8054
16174,193UP,8014
16175,193UP,8158
16176,193UP,4530
16177,193UP,8193
16178,193UP,4733
16179,405ADOWN,937
16180,405ADOWN,938
16181,405ADOWN,2416
16182,405ADOWN,2417
16183,405ADOWN,2418
16184,405ADOWN,2419
16185,405ADOWN,2420
16186,405ADOWN,334
16187,405ADOWN,335
16188,405ADOWN,314
16189,405ADOWN,315
16190,405ADOWN,316
16191,405ADOWN,317
16192,405ADOWN,318
16193,405ADOWN,319
16194,405ADOWN,320
16195,405ADOWN,321
16196,405ADOWN,322
16197,405ADOWN,1091
16198,405ADOWN,324
16199,405ADOWN,325
16200,405ADOWN,326
16201,405ADOWN,327
16202,405ADOWN,1092
16203,405ADOWN,1093
16204,405ADOWN,347
16205,405ADOWN,348
16206,405ADOWN,349
16207,405ADOWN,350
16208,405ADOWN,351
16209,405ADOWN,352
16210,405ADOWN,353
16211,405ADOWN,354
16212,405ADOWN,355
16213,405ADOWN,356
16214,405ADOWN,357
16215,405ADOWN,358
16216,405ADOWN,747
16217,405ADOWN,360
16218,194UP,4766
16219,194UP,4734
16220,194UP,4629
16221,194UP,4318
16222,194UP,4319
16223,194UP,4320
16224,194UP,4881
16225,194UP,4321
16226,194UP,4913
16227,194UP,4323
16228,194UP,4324
16229,194UP,4325
16230,194UP,4737
16231,194UP,4883
16232,194UP,4582
16233,194UP,4329
16234,194UP,4330
16235,194UP,4692
16236,194UP,4332
16237,194UP,4333
16238,194UP,4693
16239,194UP,4336
16240,194UP,4336
16241,194UP,4695
16242,194UP,4696
16243,194UP,4697
16244,194UP,4715
16245,194UP,4716
16246,194UP,4717
16247,194UP,4718
16248,194UP,4719
16249,194UP,4720
16250,194UP,4721
16251,194UP,5096
16252,194UP,5097
16253,194UP,5098
16254,194UP,5099
16255,199UP,4766
16256,199UP,4627
16257,199UP,4629
16258,199UP,4318
16259,199UP,4319
16260,199UP,4320
16261,199UP,4881
16262,199UP,4321
16263,199UP,4913
16264,199UP,4323
16265,199UP,4324
16266,199UP,4325
16267,199UP,4737
16268,199UP,4883
16269,199UP,4582
16270,199UP,4329
16271,199UP,4330
16272,199UP,4692
16273,199UP,4332
16274,199UP,4333
16275,199UP,4693
16276,199UP,4336
16277,199UP,4694
16278,199UP,4695
16279,199UP,4696
16280,199UP,4697
16281,199UP,4715
16282,199UP,5100
16283,199UP,4699
16284,199UP,4700
16285,205UP,5101
16286,205UP,4702
16287,205UP,4703
16288,205UP,4704
16289,205UP,5102
16290,205UP,5103
16291,205UP,5104
16292,205UP,5105
16293,205UP,5106
16294,205UP,5107
16295,205UP,5108
16296,205UP,5109
16297,205UP,5110
16298,205UP,5111
16299,205UP,5112
16300,205UP,5113
16301,205UP,5114
16302,205UP,5115
16303,205UP,5116
16304,205UP,4990
16305,205UP,4991
16306,205UP,4992
16307,205UP,5117
16308,205UP,5118
16309,205UP,5119
16310,205UP,5120
16311,205UP,5121
16312,205UP,5122
16313,210UP,4542
16314,210UP,4657
16315,210UP,5123
16316,210UP,4683
16317,210UP,4684
16318,210UP,5026
16319,210UP,5027
16320,210UP,5028
16321,210UP,4501
16322,210UP,5029
16323,210UP,5030
16324,210UP,4499
16325,210UP,4576
16326,210UP,4575
16327,210UP,5031
16328,210UP,4574
16329,210UP,5032
16330,210UP,4702
16331,210UP,4703
16332,210UP,4704
16333,210UP,4705
16334,210UP,5124
16335,210UP,5125
16336,210UP,5105
16337,210UP,5126
16338,210UP,5127
16339,210UP,5128
16340,210UP,5129
16341,210UP,5130
16342,210UP,5131
16343,210UP,5132
16344,210UP,4350
16345,210UP,4351
16346,210UP,4353
16347,210UP,4994
16348,210UP,4355
16349,210UP,4413
16350,210UP,4358
16351,210UP,4359
16352,210UP,4360
16353,210UP,4361
16354,210UP,4363
16355,210UP,5133
16356,211UP,8065
16357,211UP,4626
16358,211UP,5102
16359,211UP,8194
16360,211UP,5104
16361,211UP,5105
16362,211UP,5106
16363,211UP,8195
16364,211UP,5107
16365,211UP,5136
16366,211UP,8196
16367,211UP,8197
16368,211UP,8197
16369,211UP,8198
16370,211UP,5141
16371,211UP,5142
16372,211UP,5143
16373,211UP,8199
16374,211UP,4426
16375,211UP,4427
16376,211UP,4378
16377,211UP,4429
16378,211UP,8200
16379,211UP,4380
16380,211UP,4381
16381,211UP,4382
16382,211UP,8201
16383,211UP,7250
16384,211UP,4385
16385,211UP,8043
16386,211UP,8046
16387,211UP,4475
16388,211UP,4476
16389,211UP,4477
16390,211UP,4478
16391,211UP,8048
16392,211UP,8202
16393,211AUP,4947
16394,211AUP,4626
16395,211AUP,5134
16396,211AUP,5124
16397,211AUP,5125
16398,211AUP,5105
16399,211AUP,5106
16400,211AUP,5135
16401,211AUP,5107
16402,211AUP,5136
16403,211AUP,5137
16404,211AUP,5138
16405,211AUP,5139
16406,211AUP,5140
16407,211AUP,5141
16408,211AUP,5142
16409,211AUP,5143
16410,211AUP,5144
16411,211AUP,4426
16412,211AUP,4427
16413,211AUP,4428
16414,211AUP,4429
16415,211AUP,4379
16416,211AUP,5145
16417,211AUP,4381
16418,211AUP,4382
16419,211AUP,4383
16420,211AUP,5146
16421,211AUP,5147
16422,211AUP,5148
16423,211AUP,5149
16424,211AUP,5150
16425,211AUP,5151
16426,211AUP,5152
16427,211BUP,8065
16428,211BUP,4626
16429,211BUP,5102
16430,211BUP,8194
16431,211BUP,5104
16432,211BUP,5105
16433,211BUP,5106
16434,211BUP,8195
